bar_index,close,lots,unrealized_pnl
0,99.69294365386288,0,0.0
1,99.42246134726996,0,0.0
2,98.31288497631448,0,0.0
3,99.62467464327536,0,0.0
4,100.86425953382098,0,0.0
5,101.34207729640202,0,0.0
6,99.3159704497524,0,0.0
7,99.9194756784454,0,0.0
8,97.89147256802376,0,0.0
9,96.84644349455664,0,0.0
10,97.2014197904203,0,0.0
11,97.80909378804049,0,0.0
12,98.17142149132646,0,0.0
13,97.39256397282763,1,-0.04869628198640896
14,98.04307932041797,1,0.6018190656039337
15,97.31324713074149,1,-0.1280131240725524
16,96.9114835365745,1,-0.5297767182395461
17,97.64655180329052,1,0.205291548476481
18,97.1223598478696,1,-0.31890040694443655
19,96.51562833473845,1,-0.9256319200755883
20,95.57987484847119,2,-1.9091753437670889
21,96.06907441110945,2,-0.9307762184905641
22,96.12495705135456,2,-0.8190109380003605
23,93.80138941772164,3,-5.513046899975052
24,93.68191739985687,3,-5.871462953569349
25,94.24107479919306,3,-4.19399075556079
26,92.58470498820915,3,-9.163100188512502
27,93.32834795677104,3,-6.932171282826843
28,94.9417308764998,3,-2.0920225236405514
29,95.07762000789657,3,-1.6843551294502532
30,95.779798518876,3,0.4221804034880563
31,95.25948215806075,3,-1.1387686789577174
32,94.15338888119484,3,-4.457048509555435
33,95.60956994996985,3,-0.08850530323040573
34,93.93712273687355,3,-5.105846942519321
35,95.56413221297477,3,-0.2248185142156558
36,93.38533504680824,3,-6.761210012715253
37,93.78584295161589,3,-5.559686298292291
38,92.52560141892623,3,-9.340410896361277
39,93.74892259304865,3,-5.670447373994023
40,94.02541798949694,3,-4.840961184649132
41,95.82394076225596,3,0.5546071336279113
42,96.42032927464619,3,2.3437726707986144
43,94.60572507077049,3,-3.100039940828495
44,95.69002257227955,3,0.15285256369867284
45,93.42346035250313,3,-6.646834095630581
46,94.3677513493581,3,-3.8139611050656583
47,94.15936218160057,3,-4.439128608338251
48,92.67783397958932,3,-8.883713214371994
49,93.29169188367796,3,-7.042139502106096
50,93.65538038809878,3,-5.951073988843632
51,93.79068663078598,3,-5.5451552607820105
52,93.0461260020806,3,-7.778837146898169
53,94.20922254823708,3,-4.289547508428726
54,93.21384850947015,3,-7.2756696247295025
55,94.85310453605479,3,-2.3579015449756042
56,93.28234487956546,3,-7.070180514443592
57,93.11553499834895,3,-7.5706101580931175
58,94.68520625875797,3,-2.8615963768660464
59,96.1175131364406,3,1.4353242561818575
60,95.20973382053062,3,-1.288013691548116
61,96.49928146321668,3,2.580629236510063
62,96.8990487426269,3,3.7799310747407446
63,97.07635282797699,3,4.311843330791007
64,96.87109754905848,3,3.696077494035464
65,97.53686532396041,3,5.693380818741275
66,98.43106269204884,0,0.0
67,100.80596665730157,1,-0.05040298332865234
68,100.28871960702372,1,-0.5676500336064976
69,100.27294748358847,1,-0.5834221570417526
70,99.86796868684905,1,-0.9884009537811664
71,102.06981924442431,1,1.2134496037940892
72,100.69321349059057,1,-0.16315615003965434
73,101.1745295415218,1,0.31815990089158674
74,100.65107094057383,1,-0.20529870005638884
75,100.9918312599666,1,0.13546161933638246
76,103.93681835092822,0,0.0
77,103.24556080064013,1,-0.0516227804003222
78,102.96606025384872,1,-0.3311233271917331
79,99.59525785872168,2,-3.751723351248131
80,100.80064274139437,2,-1.3409535859027528
81,100.71996167609254,2,-1.5023157165064163
82,101.75477076863686,2,0.567302468582227
83,99.6772476704729,2,-3.5877437277457034
84,99.26942819299065,2,-4.403382682710202
85,100.57000164759985,2,-1.8022357734917875
86,101.88386338379355,2,0.8254876988956141
87,102.71908676756311,2,2.4959344664347327
88,102.93584795372469,2,2.9294568387578863
89,102.7514038645727,2,2.560568660453896
90,103.73427074730971,2,4.526302425927923
91,103.62412812785547,2,4.3060171870194495
92,104.92789050589332,0,0.0
93,108.3846247183561,1,-0.05419231235917721
94,109.57417950756832,1,1.1353624768530466
95,109.7482258854471,1,1.3094088547318279
96,110.04088770257621,1,1.6020706718609432
97,108.02406883795821,1,-0.41474819275705954
98,108.82121204558896,1,0.3823950148736941
99,107.48055876565813,1,-0.9582582650571396
100,109.11389359164204,1,0.6750765609267688
101,111.04268861368271,1,2.603871582967443
102,111.04402960229164,1,2.6052125715763736
103,112.06479613920737,0,0.0
104,110.8676469184006,1,-0.055433823459196674
105,112.18213297892308,1,1.2590522370632868
106,109.5274944462889,1,-1.3955862955708938
107,109.40097640045545,1,-1.5221043414043436
108,109.92556989793712,1,-0.9975108439226688
109,111.90171730886938,1,0.9786365670095876
110,113.42748019812822,1,2.5043994562684304
111,115.40416185320184,0,0.0
112,114.37379395605329,1,-0.05718689697802404
113,114.53188413058831,1,0.10090327755699491
114,116.48929994915414,1,2.0583190961228297
115,113.27877300536149,1,-1.1522078476698283
116,110.75865128557528,2,-3.7277088930988214
117,111.18002343081795,2,-2.884964602613479
118,111.16721642904106,2,-2.910578606167263
119,111.27252970083549,2,-2.6999520625784044
120,111.19069790339303,2,-2.8636156574633276
121,113.18076334539825,2,1.1165152265471079
122,112.26831898855158,2,-0.7083734871462184
123,109.74094010569884,2,-5.763131252851707
124,107.15615707486542,3,-10.986275393055962
125,105.57204438682793,3,-15.73861345716844
126,105.32853531222335,3,-16.469140680982164
127,104.58088584429058,4,-18.76437952770266
128,106.82887343072821,4,-9.772429181952134
129,107.50956412809887,4,-7.049666392469476
130,107.25418888848354,4,-8.071167350930807
131,106.53936699873863,4,-10.930454909910452
132,104.43471303567368,4,-19.349070762170243
133,105.69721674467095,4,-14.299055926181154
134,105.70687932408293,4,-14.260405608533233
135,105.91742133796578,4,-13.418237553001859
136,103.92963642354422,4,-21.36937721068807
137,105.08042448201202,4,-16.766224976816886
138,103.94258178475552,4,-21.317595765842896
139,102.03199204393341,5,-29.010970725153342
140,100.58770027784223,5,-36.23242955560926
141,97.73894023089454,5,-50.4762297903477
142,96.98641596597085,5,-54.23885111496617
143,97.82985963017808,5,-50.021632793930024
144,95.21188940457962,5,-63.1114839219223
145,95.54439702312085,5,-61.44894582921616
146,96.43867387647116,5,-56.97756156246463
147,97.20968561496593,5,-53.12250286999074
148,98.7654647491225,5,-45.34360719920791
149,99.30024202149558,5,-42.669720837342524
150,100.36858049287753,5,-37.32802848043278
151,100.01098962356005,5,-39.11598282702016
152,102.3396036520714,5,-27.472912684463395
153,102.91539524437405,5,-24.593954722950144
154,101.76982248190983,5,-30.321818535271277
155,104.07354220470842,5,-18.803219921278327
156,104.77441112451295,5,-15.298875322255654
157,103.63559500395269,5,-20.992955925056975
158,103.99973117236244,5,-19.172275083008188
159,103.9566327058527,5,-19.387767415556922
160,102.68909855650602,5,-25.72543816229029
161,103.78787904416727,5,-20.231535723984067
162,102.72547088577798,5,-25.54357651593051
163,106.0127021748391,5,-9.107420070624883
164,106.82356633228243,5,-5.053099283408287
165,107.62023286588438,5,-1.0697666153985352
166,109.79514774469381,5,9.804807778648623
167,109.70622905441893,5,9.360214327274221
168,107.14672772857642,5,-3.4372923019382995
169,107.56445194149163,5,-1.3486712373622822
170,109.27546545722821,5,7.206396341320627
171,107.4364888930563,5,-1.988486479538878
172,107.81199933164092,5,-0.11093428661581584
173,107.29646737527004,5,-2.688594068470209
174,110.02669131727112,5,10.962525641535166
175,108.44992706452378,5,3.0787043777984735
176,110.66637699348959,5,14.16095402262755
177,113.08461963010868,0,0.0
178,111.9011997164666,1,-0.05595059985823525
179,109.0006368059493,2,-3.011013828778516
180,108.92358340702955,2,-3.1651206266180054
181,107.97261344795417,2,-5.067060544768765
182,108.56673991485933,2,-3.878807610958461
183,109.39792203460067,2,-2.2164433714757763
184,108.97266864237446,2,-3.066950155928197
185,109.03721457227071,2,-2.937858296135687
186,108.21822100573064,2,-4.575845429215832
187,108.07588760505485,2,-4.860512230567423
188,108.07524448655808,2,-4.861798467560959
189,107.90108470193883,2,-5.210118036799457
190,108.44665877496533,2,-4.118969890746456
191,109.01228566406378,2,-2.987716112549549
192,109.59630370950192,2,-1.819680021673264
193,107.10256715763987,3,-6.86070440897619
194,105.90666293499926,3,-10.44841707689801
195,104.52891383061194,4,-14.633928846975323
196,103.22499170034766,4,-19.849617368032455
197,102.75205195521144,5,-21.792752374554993
198,101.81081486058272,5,-26.498937847698585
199,102.41784869607174,5,-23.463768670253486
200,104.24153892640204,5,-14.345317518601988
201,104.21529519021672,5,-14.476536199528596
202,106.28449332803973,5,-4.130545510413555
203,107.59021080552854,5,2.398041877030508
204,107.39856871903164,5,1.4398314445460159
205,107.01651775591117,5,-0.4704233710563699
206,107.78233903987878,5,3.3586830487816854
207,107.50766106478893,5,1.9852931733324652
208,109.10739594764638,5,9.983967587619702
209,109.22600835482089,5,10.577029623492251
210,108.77613555736498,5,8.3276656362127
211,110.0559303362975,0,0.0
212,108.5145248129725,1,-0.05425726240648032
213,108.98249926735409,1,0.4137171919751097
214,110.00635381342252,1,1.4375717380435447
215,111.1331395886386,0,0.0
216,111.40791864781126,1,-0.055703959323906815
217,111.08257162797537,1,-0.38105097915979513
218,109.67732082685612,2,-1.8411404406924703
219,109.68386584735802,2,-1.8280503996886637
220,109.11015595804712,2,-2.9754701783104736
221,108.2160396819853,3,-4.8178107502751
222,108.95155610083472,3,-2.611261493726815
223,108.64808656281622,3,-3.5216701077823274
224,111.03114995427416,3,3.6275200665914866
225,112.488034889723,0,0.0
226,112.23798149517978,1,-0.05611899074759208
227,113.28919218673178,1,0.9950917008044087
228,110.70972618024899,1,-1.5843743056783808
229,111.54714797421612,1,-0.7469525117112568
230,109.10366600305095,2,-3.244986315877952
231,108.27985702417185,2,-4.892604273636152
232,108.32095487118933,2,-4.810408579601187
233,109.14507577551821,2,-3.162166770943429
234,111.11316298774614,2,0.7740076535124274
235,109.36395986360526,2,-2.724398594769326
236,107.97265249534257,2,-5.507013331294701
237,107.86731456499353,2,-5.7176891919927755
238,108.50203627634995,2,-4.448245769279936
239,106.89059419760227,3,-7.724575223874098
240,106.6347520314991,3,-8.492101722183591
241,106.55386296543159,3,-8.73476892038613
242,107.45054212629097,3,-6.044731437807997
243,107.33738904154869,3,-6.384190692034835
244,107.11304757838845,3,-7.057215081515565
245,105.85172374647954,3,-10.841186577242297
246,103.94119304211203,4,-16.624749286865892
247,104.12509320231507,4,-15.88914864605374
248,103.81200178557627,4,-17.14151431300894
249,104.38488721726573,4,-14.849972586251113
